journey,journey_count,distance_in_meters,av_duration_s,clean_text,cluster
"Timber Lodge, Queen Elizabeth Olympic Park to Lee Valley VeloPark, Queen Elizabeth Olympic Park",7692,293.8046023013152,2433.472048881955,timber lodge queen elizabeth olympic park to lee valley velopark queen elizabeth olympic park,0
"Erin Close, Walham Green to Stephendale Road, Sands End",7688,1305.5655817585466,585.411550468262,erin close walham green to stephendale road sands end,0
"Wellington Arch, Hyde Park to Albert Gate, Hyde Park",7673,615.5752160081272,2238.1977062426695,wellington arch hyde park to albert gate hyde park,0
"Waterloo Station 3, Waterloo to Moorfields, Moorgate",7621,2402.0105567414307,965.0547172287106,waterloo station  waterloo to moorfields moorgate,2
"Westferry DLR, Limehouse to Lindfield Street, Poplar",7618,625.8485032039254,360.57679180887374,westferry dlr limehouse to lindfield street poplar,2
"Black Lion Gate, Kensington Gardens to Park Lane , Hyde Park",7612,2115.4430481693275,2395.475696269049,black lion gate kensington gardens to park lane  hyde park,1
"Lancaster Gate , Bayswater to Lancaster Gate , Bayswater",7607,0.0,3630.426054949389,lancaster gate  bayswater to lancaster gate  bayswater,0
"Belgrove Street , King's Cross to Bayley Street , Bloomsbury",7601,1328.3511317433165,593.2450993290356,belgrove street  kings cross to bayley street  bloomsbury,2
"Moorfields, Moorgate to Waterloo Station 3, Waterloo",7601,2402.0105567414307,905.4469148796207,moorfields moorgate to waterloo station  waterloo,2
"Clarendon Road, Avondale to Lansdowne Road, Ladbroke Grove",7596,764.4399107559573,309.72893628225364,clarendon road avondale to lansdowne road ladbroke grove,0
"Queen Victoria Street, St. Paul's to Waterloo Station 3, Waterloo",7589,1399.529757163143,580.8297535907233,queen victoria street st pauls to waterloo station  waterloo,2
"Dunston Road , Haggerston to Regent's Row , Haggerston ",7586,928.1459976264064,674.7375428420772,dunston road  haggerston to regents row  haggerston ,0
"Stratford Station, Stratford to Stratford Station, Stratford",7580,0.0,5560.660026385223,stratford station stratford to stratford station stratford,0
"South Park, Sands End to Parson's Green , Parson's Green",7577,773.6127753466552,309.30777352514195,south park sands end to parsons green  parsons green,0
"Belgrove Street , King's Cross to Guilford Street , Bloomsbury",7531,722.816008949588,349.32266631257454,belgrove street  kings cross to guilford street  bloomsbury,2
"Guilford Street , Bloomsbury to Belgrove Street , King's Cross",7530,722.816008949588,360.1706507304115,guilford street  bloomsbury to belgrove street  kings cross,2
"Kennington Cross, Kennington to Kennington Lane Rail Bridge, Vauxhall",7520,818.1995477814747,353.87260638297886,kennington cross kennington to kennington lane rail bridge vauxhall,0
"Islington Green, Angel to Islington Green, Angel",7510,0.0,4685.502529960057,islington green angel to islington green angel,0
"St. Katharine's Way, Tower to Wapping Lane, Wapping",7457,905.7807428480852,552.9636583076302,st katharines way tower to wapping lane wapping,2
"Wells Street, Fitzrovia to Belgrove Street , King's Cross",7443,1660.5204973798302,666.3000134354426,wells street fitzrovia to belgrove street  kings cross,2
"Triangle Car Park, Hyde Park to Palace Gate, Kensington Gardens",7412,1093.4399713005196,1616.0182137075012,triangle car park hyde park to palace gate kensington gardens,1
"Hyde Park Corner, Hyde Park to Wellington Arch, Hyde Park",7388,276.72995789789377,3269.593665403356,hyde park corner hyde park to wellington arch hyde park,0
"Belgrove Street , King's Cross to Newgate Street , St. Paul's",7386,2331.6653857117253,778.388031410777,belgrove street  kings cross to newgate street  st pauls,2
"Stephendale Road, Sands End to Erin Close, Walham Green",7358,1305.5655817585466,533.5240554498504,stephendale road sands end to erin close walham green,0
"Kennington Lane Rail Bridge, Vauxhall to Kennington Cross, Kennington",7346,818.1995477814747,350.239177783828,kennington lane rail bridge vauxhall to kennington cross kennington,0
"Southwick Street, Paddington to Exhibition Road, Knightsbridge",7312,1820.5737929290483,609.0716630196936,southwick street paddington to exhibition road knightsbridge,0
"Devonshire Terrace, Bayswater to Devonshire Terrace, Bayswater",7309,0.0,3482.240935832535,devonshire terrace bayswater to devonshire terrace bayswater,0
"Lindfield Street, Poplar to Westferry DLR, Limehouse",7304,625.8485032039254,382.7946330777656,lindfield street poplar to westferry dlr limehouse,2
"South Kensington Station, South Kensington to Limerston Street, West Chelsea",7285,1104.0942393598173,485.5666437886066,south kensington station south kensington to limerston street west chelsea,1
"Park Lane , Hyde Park to Black Lion Gate, Kensington Gardens",7281,2115.4430481693275,2326.5338552396634,park lane  hyde park to black lion gate kensington gardens,1
"Wormwood Street, Liverpool Street to Hop Exchange, The Borough",7271,1435.8602131044652,634.892999587402,wormwood street liverpool street to hop exchange the borough,2
"Waterloo Station 3, Waterloo to Bank of England Museum, Bank",7267,2110.148073468466,794.8142287051049,waterloo station  waterloo to bank of england museum bank,2
"Lansdowne Road, Ladbroke Grove to Clarendon Road, Avondale",7258,764.4399107559573,282.649490217691,lansdowne road ladbroke grove to clarendon road avondale,0
"Waterloo Station 3, Waterloo to Holborn Circus, Holborn",7245,1600.5561524749294,729.1790200138025,waterloo station  waterloo to holborn circus holborn,2
"Castlehaven Road, Camden Town to Castlehaven Road, Camden Town",7238,0.0,3801.1826471400946,castlehaven road camden town to castlehaven road camden town,0
"Cheapside, Bank to Waterloo Station 3, Waterloo",7226,1781.7781080332793,712.9146138942709,cheapside bank to waterloo station  waterloo,2
"Erin Close, Walham Green to Sandilands Road, Walham Green",7215,706.6184467335303,433.22480942480945,erin close walham green to sandilands road walham green,0
"Barons Court Station, West Kensington to Humbolt Road, Fulham",7213,809.8262840738324,482.7160682101761,barons court station west kensington to humbolt road fulham,1
"Wandsworth Town Station, Wandsworth to Osiers Road, Wandsworth",7213,783.7224872344866,385.96561763482595,wandsworth town station wandsworth to osiers road wandsworth,0
"Old Ford Road, Bethnal Green to Old Ford Road, Bethnal Green",7198,0.0,3174.244929146985,old ford road bethnal green to old ford road bethnal green,0
"Clapham Common North Side, Clapham Common to Clapham Common North Side, Clapham Common",7187,0.0,4992.67928203701,clapham common north side clapham common to clapham common north side clapham common,0
"Sandilands Road, Walham Green to Erin Close, Walham Green",7178,706.6184467335303,288.0835887433825,sandilands road walham green to erin close walham green,0
"Bethnal Green Road, Shoreditch to Bethnal Green Road, Shoreditch",7174,0.0,2364.930582659604,bethnal green road shoreditch to bethnal green road shoreditch,0
"Hyde Park Corner, Hyde Park to Storey's Gate, Westminster",7153,1670.623946192375,2333.512512232629,hyde park corner hyde park to storeys gate westminster,0
"Eagle Wharf Road, Hoxton to Old Street Station, St. Luke's",7089,930.3297568144345,342.20341373959644,eagle wharf road hoxton to old street station st lukes,2
"Palace Gate, Kensington Gardens to Queen's Gate, Kensington Gardens",7044,316.75941865589203,2500.942646223735,palace gate kensington gardens to queens gate kensington gardens,1
"Brushfield Street, Liverpool Street to Bethnal Green Road, Shoreditch",7043,611.9527752574116,471.267357660088,brushfield street liverpool street to bethnal green road shoreditch,2
"Wellington Arch, Hyde Park to Craven Street, Strand",7038,1735.4901064953435,1597.8682864450122,wellington arch hyde park to craven street strand,0
"Exhibition Road, Knightsbridge to Black Lion Gate, Kensington Gardens",7001,1442.306624598644,1249.3948007427507,exhibition road knightsbridge to black lion gate kensington gardens,1
"Green Park Station, Mayfair to Wellington Arch, Hyde Park",6990,634.1210038519648,1977.747067238913,green park station mayfair to wellington arch hyde park,0
"Sopwith Way, Battersea Park to Sopwith Way, Battersea Park",6979,0.0,3339.46038114343,sopwith way battersea park to sopwith way battersea park,0
"Museum of London, Barbican to Waterloo Station 3, Waterloo",6959,1926.246615953748,796.0787469464002,museum of london barbican to waterloo station  waterloo,2
"Rodney Road , Walworth to Rodney Road , Walworth",6937,0.0,4195.1764451492,rodney road  walworth to rodney road  walworth,0
"Wapping Lane, Wapping to St. Katharine's Way, Tower",6921,905.7807428480852,490.4750758560905,wapping lane wapping to st katharines way tower,2
"Limerston Street, West Chelsea to South Kensington Station, South Kensington",6910,1104.0942393598173,467.737481910275,limerston street west chelsea to south kensington station south kensington,1
"Reardon Street, Wapping to Nesham Street, Wapping",6909,569.8995499151702,356.58923143725565,reardon street wapping to nesham street wapping,2
"Poured Lines, Bankside to Hop Exchange, The Borough",6908,819.3415217894194,463.3548060220035,poured lines bankside to hop exchange the borough,2
"British Museum, Bloomsbury to Belgrove Street , King's Cross",6908,1150.4216483391035,690.2996525767226,british museum bloomsbury to belgrove street  kings cross,2
"Duke Street Hill, London Bridge to Brushfield Street, Liverpool Street",6871,1507.1967018482298,696.8962305341288,duke street hill london bridge to brushfield street liverpool street,2
"Albany Street, The Regent's Park to Albany Street, The Regent's Park",6867,0.0,2653.129896606961,albany street the regents park to albany street the regents park,0
"Queen's Gate, Kensington Gardens to Triangle Car Park, Hyde Park",6864,846.4891331058013,1789.127476689977,queens gate kensington gardens to triangle car park hyde park,1
"Waterloo Station 3, Waterloo to New Fetter Lane, Holborn",6855,1552.8030378910407,611.1110138584975,waterloo station  waterloo to new fetter lane holborn,2
"Waterloo Station 3, Waterloo to Great Tower Street, Monument",6843,2194.869016996668,935.8579570363878,waterloo station  waterloo to great tower street monument,2
"Hop Exchange, The Borough to Hop Exchange, The Borough",6834,0.0,3172.7824114720515,hop exchange the borough to hop exchange the borough,2
"Lee Valley VeloPark, Queen Elizabeth Olympic Park to Timber Lodge, Queen Elizabeth Olympic Park",6818,293.8046023013152,2701.5890290407738,lee valley velopark queen elizabeth olympic park to timber lodge queen elizabeth olympic park,0
"Little Argyll Street, West End to Little Argyll Street, West End",6810,0.0,2430.5349486049927,little argyll street west end to little argyll street west end,2
"Waterloo Station 3, Waterloo to Crosswall, Tower",6808,2618.8616790725414,968.8670681551117,waterloo station  waterloo to crosswall tower,2
"Hewison Street, Old Ford to Bow Road Station, Bow",6803,719.8885460256398,343.5669557548138,hewison street old ford to bow road station bow,0
"Drury Lane, Covent Garden to Belgrove Street , King's Cross",6799,1632.8452840710663,690.6684806589202,drury lane covent garden to belgrove street  kings cross,2
"Newgate Street , St. Paul's to Finsbury Circus, Liverpool Street",6776,861.7129412195272,332.2622491145219,newgate street  st pauls to finsbury circus liverpool street,2
"Stephendale Road, Sands End to Fulham Broadway, Walham Green",6770,1328.2869539755986,475.13116691285103,stephendale road sands end to fulham broadway walham green,0
"Lollard Street, Vauxhall to Kennington Lane Rail Bridge, Vauxhall",6757,895.6911104503052,330.72147402693514,lollard street vauxhall to kennington lane rail bridge vauxhall,0
"Haggerston Road, Haggerston to Haggerston Road, Haggerston",6715,0.0,4513.920774385705,haggerston road haggerston to haggerston road haggerston,0
"Waterloo Station 1, Waterloo to Newgate Street , St. Paul's",6711,1638.2297231381335,756.9573834003872,waterloo station  waterloo to newgate street  st pauls,2
"Binfield Road, Stockwell to Union Grove, Wandsworth Road",6705,773.4545419379009,659.425354213274,binfield road stockwell to union grove wandsworth road,0
"Milroy Walk, South Bank to Hop Exchange, The Borough",6701,1042.4876329069657,450.981793762125,milroy walk south bank to hop exchange the borough,2
"Craven Street, Strand to Craven Street, Strand",6696,0.0,2934.683841099164,craven street strand to craven street strand,2
"Upper Bank Street, Canary Wharf to Upper Bank Street, Canary Wharf",6692,0.0,2552.63254632397,upper bank street canary wharf to upper bank street canary wharf,2
"New Fetter Lane, Holborn to Waterloo Station 3, Waterloo",6688,1552.8030378910407,560.7498504784689,new fetter lane holborn to waterloo station  waterloo,2
"Triangle Car Park, Hyde Park to Queen's Gate, Kensington Gardens",6685,846.4891331058013,1516.4922961854895,triangle car park hyde park to queens gate kensington gardens,1
"Serpentine Car Park, Hyde Park to Palace Gate, Kensington Gardens",6681,851.6113444365618,1669.1177967370147,serpentine car park hyde park to palace gate kensington gardens,1
"Great Tower Street, Monument to Waterloo Station 3, Waterloo",6668,2194.869016996668,788.6847630473907,great tower street monument to waterloo station  waterloo,2
"Brushfield Street, Liverpool Street to Waterloo Station 3, Waterloo",6667,2867.7482760336325,1056.2582870856452,brushfield street liverpool street to waterloo station  waterloo,2
"Belgrove Street , King's Cross to Theobald's Road , Holborn",6648,1101.6641746034632,469.77737665463314,belgrove street  kings cross to theobalds road  holborn,2
