event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp,text,clean_text,cluster
UFC Fight Night: Holloway vs. The Korean Zombie,August 26 2023,"Kallang, Singapore",Women's Flyweight,JJ Aldrich,Liang Na,fighter1,0                                  0,47                                  11,0                                  3,0                                  0,KO/TKO              Elbows,2,4:49,2023-09-21 02:02:55.178363,"UFC Fight Night: Holloway vs. The Korean Zombie August 26 2023 Kallang, Singapore Women's Flyweight JJ Aldrich Liang Na fighter1 0                                  0 47                                  11 0                                  3 0                                  0 KO/TKO              Elbows 4:49 2023-09-21 02:02:55.178363",ufc fight night holloway vs korean zombie august kallang singapore womens flyweight jj aldrich liang na fighter kotko elbows,0
UFC Fight Night: Holloway vs. The Korean Zombie,August 26 2023,"Kallang, Singapore",Featherweight,SeungWoo Choi,Jarno Errens,fighter1,1                                  1,56                                  30,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: Holloway vs. The Korean Zombie August 26 2023 Kallang, Singapore Featherweight SeungWoo Choi Jarno Errens fighter1 1                                  1 56                                  30 1                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night holloway vs korean zombie august kallang singapore featherweight seungwoo choi jarno errens fighter udec,0
UFC 292: Sterling vs. O'Malley,August 19 2023,"Boston, Massachusetts, USA",Bantamweight,Sean O'Malley,Aljamain Sterling,fighter1,1                                  0,25                                  17,0                                  0,0                                  0,KO/TKO              Punches,2,0:51,2023-09-21 02:02:55.178363,"UFC 292: Sterling vs. O'Malley August 19 2023 Boston, Massachusetts, USA Bantamweight Sean O'Malley Aljamain Sterling fighter1 1                                  0 25                                  17 0                                  0 0                                  0 KO/TKO              Punches 0:51 2023-09-21 02:02:55.178363",ufc sterling vs omalley august boston massachusetts usa bantamweight sean omalley aljamain sterling fighter kotko punches,0
UFC 292: Sterling vs. O'Malley,August 19 2023,"Boston, Massachusetts, USA",Women's Strawweight,Zhang Weili,Amanda Lemos,fighter1,1                                  0,163                                  24,6                                  0,0                                  2,U-DEC,5,5:00,2023-09-21 02:02:55.178363,"UFC 292: Sterling vs. O'Malley August 19 2023 Boston, Massachusetts, USA Women's Strawweight Zhang Weili Amanda Lemos fighter1 1                                  0 163                                  24 6                                  0 0                                  2 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc sterling vs omalley august boston massachusetts usa womens strawweight zhang weili amanda lemos fighter udec,0
UFC 292: Sterling vs. O'Malley,August 19 2023,"Boston, Massachusetts, USA",Welterweight,Ian Garry,Neil Magny,fighter1,0                                  0,91                                  27,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 292: Sterling vs. O'Malley August 19 2023 Boston, Massachusetts, USA Welterweight Ian Garry Neil Magny fighter1 0                                  0 91                                  27 2                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc sterling vs omalley august boston massachusetts usa welterweight ian garry neil magny fighter udec,0
UFC 292: Sterling vs. O'Malley,August 19 2023,"Boston, Massachusetts, USA",Bantamweight,Mario Bautista,Da'Mon Blackshear,fighter1,0                                  0,79                                  90,2                                  4,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 292: Sterling vs. O'Malley August 19 2023 Boston, Massachusetts, USA Bantamweight Mario Bautista Da'Mon Blackshear fighter1 0                                  0 79                                  90 2                                  4 1                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc sterling vs omalley august boston massachusetts usa bantamweight mario bautista damon blackshear fighter udec,0
UFC 292: Sterling vs. O'Malley,August 19 2023,"Boston, Massachusetts, USA",Bantamweight,Marlon Vera,Pedro Munhoz,fighter1,0                                  0,141                                  113,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 292: Sterling vs. O'Malley August 19 2023 Boston, Massachusetts, USA Bantamweight Marlon Vera Pedro Munhoz fighter1 0                                  0 141                                  113 0                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc sterling vs omalley august boston massachusetts usa bantamweight marlon vera pedro munhoz fighter udec,0
UFC 292: Sterling vs. O'Malley,August 19 2023,"Boston, Massachusetts, USA",Middleweight,Brad Tavares,Chris Weidman,fighter1,0                                  0,70                                  37,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 292: Sterling vs. O'Malley August 19 2023 Boston, Massachusetts, USA Middleweight Brad Tavares Chris Weidman fighter1 0                                  0 70                                  37 0                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc sterling vs omalley august boston massachusetts usa middleweight brad tavares chris weidman fighter udec,0
UFC 292: Sterling vs. O'Malley,August 19 2023,"Boston, Massachusetts, USA",Middleweight,Gregory Rodrigues,Denis Tiuliulin,fighter1,0                                  0,5                                  2,1                                  0,0                                  0,KO/TKO              Elbows,1,1:43,2023-09-21 02:02:55.178363,"UFC 292: Sterling vs. O'Malley August 19 2023 Boston, Massachusetts, USA Middleweight Gregory Rodrigues Denis Tiuliulin fighter1 0                                  0 5                                  2 1                                  0 0                                  0 KO/TKO              Elbows 1:43 2023-09-21 02:02:55.178363",ufc sterling vs omalley august boston massachusetts usa middleweight gregory rodrigues denis tiuliulin fighter kotko elbows,0
UFC 292: Sterling vs. O'Malley,August 19 2023,"Boston, Massachusetts, USA",Lightweight,Kurt Holobaugh,Austin Hubbard,fighter1,0                                  0,61                                  44,0                                  2,2                                  0,SUB              Triangle Choke,2,2:39,2023-09-21 02:02:55.178363,"UFC 292: Sterling vs. O'Malley August 19 2023 Boston, Massachusetts, USA Lightweight Kurt Holobaugh Austin Hubbard fighter1 0                                  0 61                                  44 0                                  2 2                                  0 SUB              Triangle Choke 2:39 2023-09-21 02:02:55.178363",ufc sterling vs omalley august boston massachusetts usa lightweight kurt holobaugh austin hubbard fighter sub triangle choke,4
UFC 292: Sterling vs. O'Malley,August 19 2023,"Boston, Massachusetts, USA",Bantamweight,Brad Katona,Cody Gibson,fighter1,0                                  0,160                                  164,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 292: Sterling vs. O'Malley August 19 2023 Boston, Massachusetts, USA Bantamweight Brad Katona Cody Gibson fighter1 0                                  0 160                                  164 0                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc sterling vs omalley august boston massachusetts usa bantamweight brad katona cody gibson fighter udec,0
UFC 292: Sterling vs. O'Malley,August 19 2023,"Boston, Massachusetts, USA",Middleweight,Andre Petroski,Gerald Meerschaert,fighter1,1                                  0,57                                  76,2                                  1,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 292: Sterling vs. O'Malley August 19 2023 Boston, Massachusetts, USA Middleweight Andre Petroski Gerald Meerschaert fighter1 1                                  0 57                                  76 2                                  1 0                                  0 S-DEC 5:00 2023-09-21 02:02:55.178363",ufc sterling vs omalley august boston massachusetts usa middleweight andre petroski gerald meerschaert fighter sdec,0
