cancelled,contract length,days active,invites sent,money spent,occupation,used coupon code,user ID,Cluster,NLP_Cluster
no,annual,93,3,630,engineering manager,no,3539,2,2
no,monthly,48,13,1064,product manager,no,3540,2,0
yes,annual,36,12,1029,developer,yes,3541,2,1
yes,annual,49,6,449,designer,yes,3542,2,1
no,monthly,92,11,183,engineering manager,yes,3543,2,2
no,monthly,141,0,414,engineering manager,no,3544,2,2
no,monthly,131,12,855,engineering manager,no,3545,0,2
no,monthly,28,6,537,engineering manager,no,3546,2,2
no,monthly,104,0,215,product manager,no,3547,2,0
no,monthly,16,3,196,product manager,no,3548,2,0
no,monthly,83,15,347,engineering manager,yes,3549,0,2
no,annual,120,13,1059,developer,no,3550,0,1
no,annual,34,15,854,developer,yes,3551,2,1
yes,annual,99,6,892,designer,no,3552,2,1
yes,annual,9,6,959,product manager,yes,3553,2,0
yes,monthly,91,11,133,sales,no,3554,2,1
no,monthly,77,10,279,developer,no,3555,2,1
yes,monthly,86,2,756,sales,no,3556,2,1
no,monthly,98,13,7,engineering manager,no,3557,0,2
no,monthly,127,14,372,developer,no,3558,0,1
yes,monthly,11,2,1006,engineering manager,no,3559,2,2
no,monthly,74,11,792,developer,yes,3560,2,1
no,annual,0,0,564,product manager,no,3561,2,0
no,monthly,114,7,636,product manager,yes,3562,2,0
no,monthly,51,5,144,product manager,yes,3563,2,0
no,monthly,136,2,1023,product manager,yes,3564,2,0
no,monthly,123,12,1010,developer,no,3565,2,1
no,monthly,28,3,22,engineering manager,yes,3566,2,2
no,monthly,80,5,194,product manager,no,3567,2,0
no,monthly,70,9,594,engineering manager,yes,3568,2,2
yes,monthly,47,7,701,product manager,no,3569,2,0
no,annual,3,6,892,engineering manager,no,3570,2,2
no,monthly,48,2,142,developer,yes,3571,2,1
no,monthly,75,15,993,developer,yes,3572,0,1
no,monthly,44,0,608,developer,no,3573,2,1
no,monthly,60,16,144,product manager,yes,3574,0,0
no,monthly,109,9,806,product manager,yes,3575,2,0
no,annual,3,0,391,engineering manager,no,3576,2,2
no,annual,133,4,429,developer,no,3577,2,1
yes,monthly,87,6,499,engineering manager,yes,3578,2,2
no,annual,136,10,1187,engineering manager,no,3579,2,2
no,monthly,7,16,1180,developer,yes,3580,2,1
yes,annual,24,5,311,designer,no,3581,2,1
no,monthly,92,20,146,developer,yes,3582,0,1
no,monthly,58,12,1117,product manager,no,3583,2,0
no,annual,48,18,1001,engineering manager,yes,3584,0,2
no,monthly,10,9,814,product manager,yes,3585,2,0
no,monthly,93,6,982,product manager,yes,3586,2,0
yes,monthly,28,3,819,designer,no,3587,2,1
no,annual,7,2,8,engineering manager,no,3588,2,2
no,monthly,49,5,41,developer,no,3589,2,1
no,annual,106,20,747,developer,yes,3590,0,1
no,monthly,30,11,29,product manager,yes,3591,2,0
yes,monthly,96,6,966,marketer,no,3592,2,1
no,monthly,142,9,461,engineering manager,no,3593,2,2
no,monthly,118,5,353,product manager,no,3594,2,0
no,annual,79,9,1033,engineering manager,no,3595,2,2
no,monthly,108,2,123,developer,no,3596,2,1
no,annual,86,19,747,engineering manager,yes,3597,0,2
no,annual,31,5,6,developer,no,3598,2,1
no,annual,24,15,1042,product manager,no,3599,2,0
no,monthly,129,20,568,product manager,no,3600,0,0
no,monthly,69,12,478,engineering manager,no,3601,2,2
no,monthly,47,10,504,developer,yes,3602,2,1
no,monthly,25,3,897,engineering manager,yes,3603,2,2
no,monthly,36,6,494,developer,no,3604,2,1
no,monthly,137,7,56,product manager,no,3605,2,0
no,monthly,7,7,481,product manager,no,3606,2,0
no,monthly,74,7,1160,developer,yes,3607,2,1
yes,monthly,92,5,296,designer,no,3608,2,1
yes,monthly,56,6,43,developer,no,3609,2,1
no,annual,77,15,202,engineering manager,no,3610,0,2
yes,monthly,49,11,870,sales,yes,3611,2,1
no,annual,54,15,316,engineering manager,yes,3612,0,2
no,monthly,148,13,845,developer,no,3613,0,1
yes,monthly,60,7,374,designer,no,3614,2,1
no,monthly,33,19,325,engineering manager,no,3615,0,2
no,monthly,85,0,508,developer,yes,3616,2,1
no,monthly,15,19,717,product manager,no,3617,0,0
no,annual,19,18,16,product manager,yes,3618,0,0
no,monthly,111,7,437,product manager,yes,3619,2,0
no,annual,129,16,297,product manager,no,3620,0,0
no,monthly,141,10,618,product manager,yes,3621,2,0
no,annual,116,3,122,developer,no,3622,2,1
no,monthly,54,11,1141,product manager,no,3623,2,0
no,annual,106,3,642,product manager,yes,3624,2,0
yes,annual,67,9,658,product manager,yes,3625,2,0
yes,monthly,45,2,509,developer,yes,3626,2,1
no,monthly,23,13,336,product manager,no,3627,2,0
yes,monthly,96,8,304,marketer,yes,3628,2,1
no,monthly,121,11,1024,engineering manager,yes,3629,2,2
yes,monthly,50,12,826,product manager,no,3630,2,0
yes,monthly,50,4,973,marketer,yes,3631,2,1
no,monthly,79,12,1041,developer,yes,3632,2,1
no,monthly,118,18,742,developer,no,3633,0,1
yes,annual,38,5,839,marketer,yes,3634,2,1
no,annual,125,16,388,engineering manager,no,3635,0,2
no,monthly,112,12,533,engineering manager,yes,3636,2,2
yes,monthly,76,2,47,engineering manager,no,3637,2,2
no,annual,84,2,152,engineering manager,yes,3638,2,2
no,annual,74,4,366,developer,yes,3639,2,1
yes,monthly,30,7,304,engineering manager,no,3640,2,2
no,monthly,115,10,202,developer,no,3641,2,1
no,annual,40,4,323,product manager,no,3642,2,0
no,monthly,132,18,142,developer,no,3643,0,1
yes,monthly,13,6,1167,product manager,no,3644,2,0
yes,monthly,19,10,816,engineering manager,no,3645,2,2
yes,monthly,58,6,140,marketer,no,3646,2,1
yes,monthly,6,8,293,developer,yes,3647,2,1
yes,monthly,34,5,82,marketer,no,3648,2,1
no,annual,37,6,703,engineering manager,yes,3649,2,2
no,annual,133,10,911,developer,no,3650,2,1
yes,annual,30,3,948,marketer,yes,3651,2,1
no,monthly,27,19,220,developer,no,3652,0,1
yes,annual,91,12,949,sales,yes,3653,2,1
no,monthly,18,13,733,engineering manager,no,3654,2,2
no,monthly,137,20,1187,product manager,yes,3655,0,0
yes,monthly,48,8,678,marketer,no,3656,2,1
no,annual,12,12,37,product manager,no,3657,2,0
no,monthly,108,13,194,product manager,no,3658,0,0
no,monthly,29,13,257,product manager,no,3659,2,0
no,monthly,125,3,1086,product manager,no,3660,2,0
yes,monthly,47,8,449,marketer,no,3661,2,1
no,monthly,40,1,559,engineering manager,no,3662,2,2
yes,monthly,94,8,666,marketer,yes,3663,2,1
no,monthly,73,17,1112,engineering manager,no,3664,0,2
no,monthly,35,10,179,developer,no,3665,2,1
yes,monthly,54,0,148,sales,no,3666,2,1
no,annual,75,14,494,developer,yes,3667,0,1
no,monthly,17,17,725,product manager,no,3668,0,0
yes,monthly,56,3,884,designer,yes,3669,2,1
no,monthly,55,3,60,engineering manager,no,3670,2,2
no,annual,33,8,501,engineering manager,yes,3671,2,2
no,annual,69,20,657,engineering manager,yes,3672,0,2
no,monthly,129,6,1199,engineering manager,yes,3673,2,2
yes,monthly,56,0,116,designer,yes,3674,2,1
no,monthly,13,1,1015,product manager,yes,3675,2,0
no,monthly,48,2,948,engineering manager,no,3676,2,2
no,annual,112,13,640,engineering manager,yes,3677,0,2
yes,monthly,2,3,127,designer,yes,3678,2,1
no,monthly,98,7,454,developer,no,3679,2,1
no,monthly,100,10,803,product manager,no,3680,2,0
no,monthly,8,20,237,product manager,yes,3681,0,0
no,monthly,36,6,274,engineering manager,no,3682,2,2
no,monthly,103,2,1116,developer,yes,3683,2,1
no,monthly,83,3,74,engineering manager,no,3684,2,2
no,monthly,65,2,273,product manager,yes,3685,2,0
no,monthly,140,13,406,product manager,yes,3686,0,0
yes,annual,84,2,362,designer,no,3687,2,1
no,monthly,102,10,1028,product manager,no,3688,2,0
no,annual,55,16,471,developer,yes,3689,0,1
no,monthly,43,17,471,engineering manager,yes,3690,0,2
no,monthly,8,3,432,product manager,yes,3691,2,0
no,annual,15,9,555,developer,no,3692,2,1
no,monthly,88,10,103,engineering manager,yes,3693,2,2
no,monthly,124,17,160,product manager,yes,3694,0,0
no,annual,122,18,332,engineering manager,yes,3695,0,2
no,monthly,106,19,974,engineering manager,yes,3696,0,2
no,annual,62,2,1033,developer,yes,3697,2,1
no,monthly,75,2,146,developer,no,3698,2,1
yes,monthly,74,7,477,marketer,yes,3699,2,1
yes,monthly,27,1,167,sales,yes,3700,2,1
no,monthly,29,14,1170,product manager,yes,3701,2,0
yes,monthly,91,3,785,designer,no,3702,2,1
no,monthly,79,20,521,engineering manager,no,3703,0,2
no,monthly,97,6,335,product manager,yes,3704,2,0
no,annual,53,7,442,developer,no,3705,2,1
no,monthly,130,9,935,product manager,no,3706,2,0
no,annual,42,15,204,engineering manager,yes,3707,0,2
no,monthly,129,9,920,developer,no,3708,2,1
no,annual,86,0,336,developer,yes,3709,2,1
no,monthly,135,9,269,developer,yes,3710,2,1
no,monthly,9,14,733,product manager,yes,3711,2,0
no,annual,131,11,72,product manager,yes,3712,0,0
no,monthly,123,4,50,engineering manager,yes,3713,2,2
yes,annual,94,5,873,marketer,no,3714,2,1
no,monthly,36,19,95,developer,no,3715,0,1
yes,annual,79,8,44,developer,yes,3716,2,1
no,monthly,32,4,1120,engineering manager,yes,3717,2,2
yes,monthly,4,11,32,engineering manager,yes,3718,2,2
yes,monthly,3,4,904,engineering manager,no,3719,2,2
yes,monthly,12,4,1180,designer,yes,3720,2,1
no,annual,23,16,925,developer,no,3721,2,1
no,annual,111,10,845,engineering manager,no,3722,2,2
yes,annual,95,12,392,sales,no,3723,2,1
yes,annual,27,11,1027,product manager,yes,3724,2,0
no,monthly,17,17,340,product manager,yes,3725,0,0
yes,monthly,5,2,108,sales,yes,3726,2,1
yes,annual,11,9,168,sales,no,3727,2,1
no,monthly,58,14,152,developer,no,3728,2,1
no,monthly,42,19,340,engineering manager,yes,3729,0,2
no,monthly,42,3,454,product manager,no,3730,2,0
no,monthly,98,8,395,developer,no,3731,2,1
no,monthly,40,19,1059,developer,no,3732,0,1
no,annual,33,5,924,engineering manager,no,3733,2,2
no,monthly,115,15,268,developer,yes,3734,0,1
no,annual,131,8,339,engineering manager,yes,3735,2,2
no,monthly,68,4,750,engineering manager,yes,3736,2,2
no,monthly,128,15,45,engineering manager,yes,3737,0,2
no,monthly,75,0,340,engineering manager,yes,3738,2,2
yes,monthly,30,0,725,developer,no,3739,2,1
no,monthly,31,1,892,engineering manager,no,3740,2,2
no,monthly,141,2,435,product manager,no,3741,2,0
no,annual,115,8,107,developer,no,3742,2,1
no,annual,138,3,306,developer,yes,3743,2,1
no,monthly,4,6,969,product manager,no,3744,2,0
yes,monthly,95,11,114,sales,yes,3745,2,1
no,monthly,143,19,1007,engineering manager,yes,3746,0,2
no,annual,134,0,1097,engineering manager,no,3747,2,2
no,monthly,33,5,429,developer,no,3748,2,1
no,monthly,70,4,1010,developer,no,3749,2,1
no,annual,127,6,858,engineering manager,no,3750,2,2
no,annual,103,18,978,engineering manager,no,3751,0,2
no,monthly,89,1,364,engineering manager,no,3752,2,2
no,monthly,47,20,635,product manager,yes,3753,0,0
yes,monthly,23,5,341,engineering manager,yes,3754,2,2
no,monthly,1,7,446,engineering manager,yes,3755,2,2
yes,annual,1,3,51,designer,yes,3756,2,1
no,annual,92,4,969,product manager,no,3757,2,0
no,monthly,23,2,526,developer,no,3758,2,1
no,annual,42,5,590,developer,yes,3759,2,1
yes,monthly,21,9,118,engineering manager,yes,3760,2,2
no,monthly,36,13,453,developer,yes,3761,2,1
no,annual,56,10,714,developer,yes,3762,2,1
no,annual,61,15,1089,product manager,yes,3763,0,0
no,monthly,79,3,7,developer,yes,3764,2,1
yes,monthly,57,10,1116,sales,no,3765,2,1
no,annual,78,17,308,engineering manager,no,3766,0,2
no,monthly,111,2,770,product manager,no,3767,2,0
yes,monthly,25,2,581,designer,no,3768,2,1
yes,monthly,52,8,807,engineering manager,no,3769,2,2
yes,monthly,8,9,23,engineering manager,yes,3770,2,2
no,monthly,13,19,377,engineering manager,no,3771,0,2
yes,monthly,80,8,164,product manager,no,3772,2,0
yes,monthly,66,11,1174,sales,no,3773,2,1
no,monthly,133,10,681,developer,no,3774,2,1
no,monthly,61,17,647,product manager,no,3775,0,0
no,annual,89,9,87,product manager,no,3776,2,0
no,monthly,20,10,934,developer,no,3777,2,1
yes,monthly,45,12,827,product manager,yes,3778,2,0
no,monthly,138,2,1030,engineering manager,no,3779,2,2
no,monthly,148,5,538,product manager,yes,3780,2,0
no,monthly,58,0,909,engineering manager,yes,3781,2,2
yes,monthly,27,3,587,sales,no,3782,2,1
no,monthly,59,20,784,product manager,no,3783,0,0
yes,annual,70,7,78,sales,no,3784,2,1
no,monthly,75,3,1141,developer,no,3785,2,1
no,monthly,15,3,601,product manager,no,3786,2,0
no,monthly,74,5,339,product manager,no,3787,2,0
no,annual,139,3,518,product manager,no,3788,2,0
no,monthly,28,12,1031,engineering manager,no,3789,2,2
no,monthly,26,5,729,product manager,no,3790,2,0
no,monthly,43,7,259,developer,no,3791,2,1
yes,monthly,60,11,125,product manager,no,3792,2,0
yes,monthly,90,11,223,developer,no,3793,2,1
no,monthly,64,15,325,engineering manager,no,3794,0,2
no,annual,9,4,389,product manager,no,3795,2,0
yes,monthly,66,2,863,designer,no,3796,2,1
yes,monthly,28,6,228,product manager,no,3797,2,0
no,monthly,109,12,1164,product manager,no,3798,2,0
no,annual,139,15,778,engineering manager,yes,3799,0,2
yes,annual,55,2,1180,developer,yes,3800,2,1
no,annual,84,9,1029,product manager,no,3801,2,0
no,annual,126,14,875,engineering manager,yes,3802,0,2
no,monthly,43,8,1117,developer,yes,3803,2,1
no,annual,78,6,481,developer,yes,3804,2,1
yes,monthly,66,3,32,marketer,no,3805,2,1
no,monthly,117,15,918,engineering manager,yes,3806,0,2
no,monthly,6,1,968,engineering manager,no,3807,2,2
yes,annual,99,5,1032,developer,no,3808,2,1
no,monthly,17,5,910,product manager,yes,3809,2,0
no,monthly,24,0,178,engineering manager,yes,3810,2,2
no,monthly,82,3,483,developer,yes,3811,2,1
no,monthly,26,7,816,engineering manager,yes,3812,2,2
no,annual,34,2,959,engineering manager,no,3813,2,2
yes,monthly,57,2,197,marketer,no,3814,2,1
no,monthly,63,20,642,developer,no,3815,0,1
no,monthly,93,12,462,engineering manager,no,3816,2,2
no,annual,66,16,677,engineering manager,no,3817,0,2
yes,monthly,40,0,120,product manager,no,3818,2,0
no,monthly,97,9,491,engineering manager,yes,3819,2,2
no,annual,20,16,48,engineering manager,yes,3820,0,2
yes,monthly,91,0,32,sales,yes,3821,2,1
yes,annual,54,1,741,marketer,yes,3822,2,1
no,annual,115,17,121,developer,yes,3823,0,1
yes,annual,85,6,84,marketer,yes,3824,2,1
yes,monthly,15,10,942,engineering manager,yes,3825,2,2
no,monthly,131,19,847,engineering manager,no,3826,0,2
no,annual,139,15,153,product manager,no,3827,0,0
no,monthly,112,16,695,product manager,no,3828,0,0
no,monthly,24,19,263,developer,no,3829,0,1
no,annual,3,5,169,product manager,no,3830,2,0
no,annual,29,5,757,developer,no,3831,2,1
yes,annual,4,12,1043,engineering manager,no,3832,2,2
yes,monthly,78,12,23,sales,no,3833,2,1
no,monthly,35,20,143,product manager,yes,3834,0,0
yes,monthly,8,12,575,sales,no,3835,2,1
no,monthly,101,13,966,engineering manager,no,3836,0,2
no,annual,103,10,815,developer,yes,3837,2,1
no,monthly,1,6,948,product manager,yes,3838,2,0
no,annual,59,20,1069,engineering manager,yes,3839,0,2
no,monthly,4,12,159,engineering manager,yes,3840,2,2
no,monthly,21,8,638,engineering manager,yes,3841,2,2
yes,annual,80,11,633,engineering manager,no,3842,2,2
no,annual,69,20,685,engineering manager,no,3843,0,2
no,monthly,82,17,716,engineering manager,no,3844,0,2
no,annual,112,6,979,product manager,yes,3845,2,0
no,monthly,60,0,291,developer,yes,3846,2,1
yes,monthly,50,12,1077,sales,yes,3847,2,1
no,annual,17,6,1174,developer,yes,3848,2,1
yes,monthly,90,5,591,engineering manager,yes,3849,2,2
yes,monthly,94,7,810,designer,no,3850,2,1
yes,monthly,48,5,621,product manager,no,3851,2,0
no,monthly,101,0,173,engineering manager,no,3852,2,2
no,monthly,30,7,823,developer,yes,3853,2,1
no,monthly,77,14,1125,product manager,no,3854,0,0
no,annual,57,18,11,developer,yes,3855,0,1
yes,annual,78,11,146,product manager,yes,3856,2,0
yes,annual,45,10,173,engineering manager,no,3857,2,2
no,annual,72,0,1195,engineering manager,no,3858,2,2
no,monthly,23,0,387,engineering manager,no,3859,2,2
no,monthly,47,14,271,engineering manager,yes,3860,2,2
yes,annual,69,11,491,marketer,no,3861,2,1
no,annual,50,5,457,product manager,no,3862,2,0
no,annual,26,5,651,product manager,no,3863,2,0
no,monthly,64,16,284,product manager,no,3864,0,0
no,annual,71,3,279,engineering manager,no,3865,2,2
yes,monthly,54,2,527,engineering manager,yes,3866,2,2
no,monthly,79,8,617,product manager,yes,3867,2,0
yes,monthly,49,4,627,designer,no,3868,2,1
no,annual,9,16,608,product manager,no,3869,2,0
no,monthly,35,4,243,product manager,yes,3870,2,0
no,monthly,20,19,1123,developer,yes,3871,0,1
no,monthly,2,11,156,product manager,no,3872,2,0
no,annual,51,8,872,product manager,yes,3873,2,0
no,monthly,41,14,121,engineering manager,no,3874,2,2
no,annual,38,7,558,product manager,no,3875,2,0
no,annual,17,17,264,engineering manager,yes,3876,0,2
no,monthly,47,11,577,developer,no,3877,2,1
no,monthly,143,9,583,product manager,no,3878,2,0
yes,annual,37,5,1173,developer,no,3879,2,1
no,annual,108,15,128,engineering manager,yes,3880,0,2
yes,monthly,84,3,390,developer,yes,3881,2,1
yes,monthly,75,10,284,engineering manager,no,3882,2,2
no,annual,87,1,814,developer,yes,3883,2,1
no,monthly,102,13,471,engineering manager,no,3884,0,2
no,monthly,29,19,517,engineering manager,no,3885,0,2
no,monthly,113,20,648,engineering manager,yes,3886,0,2
yes,monthly,16,10,882,sales,no,3887,2,1
no,monthly,93,3,582,engineering manager,no,3888,2,2
no,monthly,79,4,363,developer,no,3889,2,1
yes,monthly,14,11,966,sales,no,3890,2,1
no,monthly,62,2,896,engineering manager,no,3891,2,2
no,monthly,31,7,884,engineering manager,no,3892,2,2
no,monthly,80,10,874,developer,no,3893,2,1
no,monthly,56,11,572,product manager,no,3894,2,0
no,monthly,129,7,1035,developer,no,3895,2,1
yes,monthly,89,12,354,marketer,no,3896,2,1
no,annual,4,9,395,engineering manager,no,3897,2,2
no,monthly,54,2,379,developer,no,3898,2,1
no,monthly,48,1,175,developer,no,3899,2,1
no,monthly,81,0,562,engineering manager,yes,3900,2,2
no,monthly,82,13,959,product manager,no,3901,2,0
no,monthly,73,7,401,product manager,yes,3902,2,0
yes,annual,39,9,1143,engineering manager,no,3903,2,2
no,annual,54,10,670,product manager,no,3904,2,0
no,annual,131,19,569,product manager,yes,3905,0,0
yes,annual,61,8,634,engineering manager,yes,3906,2,2
yes,monthly,77,2,793,developer,no,3907,2,1
yes,monthly,62,8,336,product manager,no,3908,2,0
yes,monthly,3,3,1031,marketer,no,3909,2,1
no,monthly,25,6,411,developer,yes,3910,2,1
no,monthly,110,7,493,product manager,no,3911,2,0
no,monthly,106,11,42,developer,no,3912,2,1
no,annual,100,3,1162,engineering manager,no,3913,2,2
no,monthly,128,3,177,engineering manager,no,3914,2,2
yes,monthly,54,3,186,sales,yes,3915,2,1
no,monthly,113,13,87,product manager,no,3916,0,0
yes,monthly,18,9,1195,designer,no,3917,2,1
no,monthly,121,18,46,engineering manager,no,3918,0,2
yes,monthly,35,3,6,marketer,yes,3919,2,1
no,monthly,79,10,463,developer,yes,3920,2,1
no,annual,75,12,920,product manager,no,3921,2,0
yes,monthly,95,7,214,sales,no,3922,2,1
no,monthly,146,13,125,product manager,yes,3923,0,0
no,monthly,67,8,319,developer,yes,3924,2,1
no,monthly,42,10,74,product manager,no,3925,2,0
no,annual,79,17,481,product manager,yes,3926,0,0
no,monthly,13,1,1130,engineering manager,no,3927,2,2
yes,monthly,6,1,1148,developer,yes,3928,2,1
no,annual,65,11,572,engineering manager,no,3929,2,2
yes,monthly,18,12,660,product manager,no,3930,2,0
no,annual,96,7,258,product manager,no,3931,2,0
no,annual,31,16,584,developer,yes,3932,0,1
no,annual,147,4,832,developer,no,3933,2,1
yes,monthly,71,4,795,sales,no,3934,2,1
no,annual,42,10,1131,engineering manager,no,3935,2,2
no,monthly,1,9,599,engineering manager,no,3936,2,2
yes,annual,78,3,505,sales,no,3937,2,1
no,annual,86,15,859,product manager,no,3938,0,0
no,monthly,113,13,997,engineering manager,yes,3939,0,2
yes,monthly,49,6,691,engineering manager,no,3940,2,2
no,annual,35,16,1173,product manager,yes,3941,0,0
yes,monthly,63,8,916,engineering manager,no,3942,2,2
no,monthly,39,16,925,developer,yes,3943,0,1
no,monthly,84,14,619,engineering manager,no,3944,0,2
no,monthly,114,12,323,developer,yes,3945,0,1
