Name EN,Name CN,combined_text,cleaned_text,Cluster,Distance_to_Centroid
Chou Kuukan Nighter Pro Yakyuu King 2 (Japan),超空间棒球大赛2,Chou Kuukan Nighter Pro Yakyuu King 2 (Japan) 超空间棒球大赛2,chou kuukan nighter pro yakyuu king japan 超空间棒球大赛,7,0.9862409216348618
Chou Snobo Kids (Japan),超级滑雪小子,Chou Snobo Kids (Japan) 超级滑雪小子,chou snobo kids japan 超级滑雪小子,7,0.9865689205650472
City-Tour GP - Zen-Nihon GT Senshuken (Japan),GT64-锦标赛版,City-Tour GP - Zen-Nihon GT Senshuken (Japan) GT64-锦标赛版,citytour gp zennihon gt senshuken japan gt锦标赛版,7,0.9942890738459111
Clay Fighter - Sculptor's Cut (USA),黏土战士-雕刻家之作,Clay Fighter - Sculptor's Cut (USA) 黏土战士-雕刻家之作,clay fighter sculptors cut usa 黏土战士雕刻家之作,5,0.9963750226930885
Clay Fighter 63 1-3 (Europe),黏土战士63-1-3,Clay Fighter 63 1-3 (Europe) 黏土战士63-1-3,clay fighter europe 黏土战士,1,0.9922435718883251
Clay Fighter 63 1-3 (USA),黏土战士63-1-3,Clay Fighter 63 1-3 (USA) 黏土战士63-1-3,clay fighter usa 黏土战士,5,0.9925171182145655
Clay Fighter 63 1-3 (USA) (Beta),黏土战士63-1-3,Clay Fighter 63 1-3 (USA) (Beta) 黏土战士63-1-3,clay fighter usa beta 黏土战士,5,0.9827279098797246
"Command & Conquer (Europe) (En,Fr)",命令与征服,"Command & Conquer (Europe) (En,Fr) 命令与征服",command conquer europe enfr 命令与征服,1,0.9926745530290018
Command & Conquer (Germany),命令与征服,Command & Conquer (Germany) 命令与征服,command conquer germany 命令与征服,5,1.0007984153705038
Command & Conquer (USA),命令与征服,Command & Conquer (USA) 命令与征服,command conquer usa 命令与征服,5,0.9942998879774567
Conker's Bad Fur Day (Europe),松鼠库克倒霉的一天,Conker's Bad Fur Day (Europe) 松鼠库克倒霉的一天,conkers bad fur day europe 松鼠库克倒霉的一天,1,0.9958580551125917
Conker's Bad Fur Day (USA),松鼠库克倒霉的一天,Conker's Bad Fur Day (USA) 松鼠库克倒霉的一天,conkers bad fur day usa 松鼠库克倒霉的一天,5,0.9937895352211971
Conker's Bad Fur Day (USA) (Beta) (2000-08-26) (ECTS 2000),松鼠库克倒霉的一天,Conker's Bad Fur Day (USA) (Beta) (2000-08-26) (ECTS 2000) 松鼠库克倒霉的一天,conkers bad fur day usa beta ects 松鼠库克倒霉的一天,5,0.987563232110437
Conker's Bad Fur Day (USA) (Beta) (2000-10-25),松鼠库克倒霉的一天,Conker's Bad Fur Day (USA) (Beta) (2000-10-25) 松鼠库克倒霉的一天,conkers bad fur day usa beta 松鼠库克倒霉的一天,5,0.9857395694287193
Controller Kensa-ki NUS-yo N Cassette (Japan) (Test Program),,Controller Kensa-ki NUS-yo N Cassette (Japan) (Test Program) ,controller kensaki nusyo n cassette japan test program,7,0.9898862112595015
Cruis'n Exotica (USA),新奇赛车,Cruis'n Exotica (USA) 新奇赛车,cruisn exotica usa 新奇赛车,5,0.9954675224219691
Cruis'n USA (Europe),美国赛车,Cruis'n USA (Europe) 美国赛车,cruisn usa europe 美国赛车,1,0.9882438924623527
Cruis'n USA (USA),美国赛车,Cruis'n USA (USA) 美国赛车,cruisn usa usa 美国赛车,5,0.9833792292535943
Cruis'n USA (USA) (Rev 1),美国赛车,Cruis'n USA (USA) (Rev 1) 美国赛车,cruisn usa usa rev 美国赛车,9,0.9406055594553522
Cruis'n USA (USA) (Rev 2),美国赛车,Cruis'n USA (USA) (Rev 2) 美国赛车,cruisn usa usa rev 美国赛车,9,0.9406055594553522
Cruis'n USA (USA) (Wii Virtual Console),美国赛车,Cruis'n USA (USA) (Wii Virtual Console) 美国赛车,cruisn usa usa wii virtual console 美国赛车,5,0.9860718785588722
Cruis'n World (Europe),世界赛车,Cruis'n World (Europe) 世界赛车,cruisn world europe 世界赛车,4,0.9591282352837613
Cruis'n World (USA),世界赛车,Cruis'n World (USA) 世界赛车,cruisn world usa 世界赛车,4,0.967783058253935
Cruis'n World (Europe) (Rev 1),世界赛车,Cruis'n World (Europe) (Rev 1) 世界赛车,cruisn world europe rev 世界赛车,4,0.9622652379182636
Custom Robo (Japan),组合机器人,Custom Robo (Japan) 组合机器人,custom robo japan 组合机器人,7,0.9852241540849223
Custom Robo V2 (Japan),组合机器人V2,Custom Robo V2 (Japan) 组合机器人V2,custom robo v japan 组合机器人v,7,0.985224154084922
CyberTiger (Europe),泰格伍兹高尔夫,CyberTiger (Europe) 泰格伍兹高尔夫,cybertiger europe 泰格伍兹高尔夫,1,0.9895461810395256
CyberTiger (USA),泰格伍兹高尔夫,CyberTiger (USA) 泰格伍兹高尔夫,cybertiger usa 泰格伍兹高尔夫,5,0.9939167674815146
"Daffy Duck Starring as Duck Dodgers (Europe) (En,Fr,De,Es,It,Nl)",道奇鸭火星历险记,"Daffy Duck Starring as Duck Dodgers (Europe) (En,Fr,De,Es,It,Nl) 道奇鸭火星历险记",daffy duck starring duck dodgers europe enfrdeesitnl 道奇鸭火星历险记,1,0.9906020590585077
Dance Dance Revolution - Disney Dancing Museum (Japan),热舞革命-迪斯尼舞蹈博物馆,Dance Dance Revolution - Disney Dancing Museum (Japan) 热舞革命-迪斯尼舞蹈博物馆,dance dance revolution disney dancing museum japan 热舞革命迪斯尼舞蹈博物馆,7,0.9957195427556353
Dark Rift (Europe),宇宙战士格斗,Dark Rift (Europe) 宇宙战士格斗,dark rift europe 宇宙战士格斗,1,0.9915967239334204
Dark Rift (USA),宇宙战士格斗,Dark Rift (USA) 宇宙战士格斗,dark rift usa 宇宙战士格斗,5,0.9946408044176072
Deadly Arts (USA),死亡格斗,Deadly Arts (USA) 死亡格斗,deadly arts usa 死亡格斗,5,0.9961725126291499
Defi au Tetris Magique (France),魔法方块挑战,Defi au Tetris Magique (France) 魔法方块挑战,defi au tetris magique france 魔法方块挑战,5,1.00257351977015
Densha de Go! 64 (Japan),电车Go!64,Densha de Go! 64 (Japan) 电车Go!64,densha de go japan 电车go,7,0.9904739376480819
Derby Stallion 64 (Japan),德比赛马64,Derby Stallion 64 (Japan) 德比赛马64,derby stallion japan 德比赛马,7,0.9842211652307398
Derby Stallion 64 (Japan) (Beta) [b],德比赛马64,Derby Stallion 64 (Japan) (Beta) [b] 德比赛马64,derby stallion japan beta b 德比赛马,7,0.9850741996428719
"Destruction Derby 64 (Europe) (En,Fr,De)",德比破坏赛车64,"Destruction Derby 64 (Europe) (En,Fr,De) 德比破坏赛车64",destruction derby europe enfrde 德比破坏赛车,1,0.9747832797427367
Destruction Derby 64 (USA),德比破坏赛车64,Destruction Derby 64 (USA) 德比破坏赛车64,destruction derby usa 德比破坏赛车,5,0.9937305168550281
Destruction Derby 64 (USA) (Beta) (1998-07-31),德比破坏赛车64,Destruction Derby 64 (USA) (Beta) (1998-07-31) 德比破坏赛车64,destruction derby usa beta 德比破坏赛车,5,0.9839816604495716
Dexanoid (World) (Unl),,Dexanoid (World) (Unl) ,dexanoid world unl,4,0.951335031839098
Dezaemon 3D (Japan),雷电战机3D,Dezaemon 3D (Japan) 雷电战机3D,dezaemon japan 雷电战机d,7,0.9851283989450242
"Diddy Kong Racing (Europe) (En,Fr,De)",迪迪刚赛车,"Diddy Kong Racing (Europe) (En,Fr,De) 迪迪刚赛车",diddy kong racing europe enfrde 迪迪刚赛车,1,0.9694792580197608
"Diddy Kong Racing (Europe) (En,Fr,De) (Rev 1)",迪迪刚赛车,"Diddy Kong Racing (Europe) (En,Fr,De) (Rev 1) 迪迪刚赛车",diddy kong racing europe enfrde rev 迪迪刚赛车,1,0.9708108038497849
Diddy Kong Racing (Japan),迪迪刚赛车,Diddy Kong Racing (Japan) 迪迪刚赛车,diddy kong racing japan 迪迪刚赛车,7,0.986851593906714
"Diddy Kong Racing (USA) (En,Fr)",迪迪刚赛车,"Diddy Kong Racing (USA) (En,Fr) 迪迪刚赛车",diddy kong racing usa enfr 迪迪刚赛车,5,0.991947235942297
"Diddy Kong Racing (USA) (En,Fr) (Rev 1)",迪迪刚赛车,"Diddy Kong Racing (USA) (En,Fr) (Rev 1) 迪迪刚赛车",diddy kong racing usa enfr rev 迪迪刚赛车,5,0.9925998524321997
Die Hard 64 (USA) (Proto) (Level 1),,Die Hard 64 (USA) (Proto) (Level 1) ,die hard usa proto level,5,0.983949869332661
Die Hard 64 (USA) (Proto) (Level 2),,Die Hard 64 (USA) (Proto) (Level 2) ,die hard usa proto level,5,0.983949869332661
Die Hard 64 (USA) (Proto) (Level 3),,Die Hard 64 (USA) (Proto) (Level 3) ,die hard usa proto level,5,0.983949869332661
Dinosaur Planet (USA) (Proto) (2000-12-01),,Dinosaur Planet (USA) (Proto) (2000-12-01) ,dinosaur planet usa proto,5,0.9858661857086953
Dolphin Controller Test (Japan) (Test Program),,Dolphin Controller Test (Japan) (Test Program) ,dolphin controller test japan test program,7,0.9883137441450324
"Donald Duck - Goin' Quackers (USA) (En,Fr,De,Es,It)",唐老鸭大冒险-嘎嘎攻击,"Donald Duck - Goin' Quackers (USA) (En,Fr,De,Es,It) 唐老鸭大冒险-嘎嘎攻击",donald duck goin quackers usa enfrdeesit 唐老鸭大冒险嘎嘎攻击,4,0.9952401155480263
"Donald Duck - Quack Attack (Europe) (En,Fr,De,Es,It)",唐老鸭大冒险-嘎嘎攻击,"Donald Duck - Quack Attack (Europe) (En,Fr,De,Es,It) 唐老鸭大冒险-嘎嘎攻击",donald duck quack attack europe enfrdeesit 唐老鸭大冒险嘎嘎攻击,4,0.9769342512739305
"Donkey Kong 64 (Europe) (En,Fr,De,Es)",大金刚64,"Donkey Kong 64 (Europe) (En,Fr,De,Es) 大金刚64",donkey kong europe enfrdees 大金刚,1,0.985261168176251
Donkey Kong 64 (Japan),大金刚64,Donkey Kong 64 (Japan) 大金刚64,donkey kong japan 大金刚,7,0.9863906313795363
Donkey Kong 64 (USA),大金刚64,Donkey Kong 64 (USA) 大金刚64,donkey kong usa 大金刚,5,0.9913560724549975
Donkey Kong 64 (USA) (Demo) (Kiosk),大金刚64,Donkey Kong 64 (USA) (Demo) (Kiosk) 大金刚64,donkey kong usa demo kiosk 大金刚,5,0.9921707574534836
Donkey Kong 64 (USA) (LodgeNet),大金刚64,Donkey Kong 64 (USA) (LodgeNet) 大金刚64,donkey kong usa lodgenet 大金刚,5,0.9839468839884091
Doom 64 (USA) (Beta) (1996-12-10),毁灭战士64,Doom 64 (USA) (Beta) (1996-12-10) 毁灭战士64,doom usa beta 毁灭战士,5,0.9800493269800266
Doom 64 (Europe),毁灭战士64,Doom 64 (Europe) 毁灭战士64,doom europe 毁灭战士,1,0.988602304258224
Doom 64 (Japan),毁灭战士64,Doom 64 (Japan) 毁灭战士64,doom japan 毁灭战士,7,0.9834330799208684
Doom 64 (USA),毁灭战士64,Doom 64 (USA) 毁灭战士64,doom usa 毁灭战士,5,0.9915404251827887
Doom 64 (USA) (Rev 1),毁灭战士64,Doom 64 (USA) (Rev 1) 毁灭战士64,doom usa rev 毁灭战士,9,0.9540397475298613
Doraemon - Nobita to 3tsu no Seireiseki (Japan),哆啦A梦-三颗精灵石,Doraemon - Nobita to 3tsu no Seireiseki (Japan) 哆啦A梦-三颗精灵石,doraemon nobita tsu seireiseki japan 哆啦a梦三颗精灵石,7,0.9896985553556076
Doraemon 2 - Nobita to Hikari no Shinden (Japan),哆啦A梦2-光之神殿,Doraemon 2 - Nobita to Hikari no Shinden (Japan) 哆啦A梦2-光之神殿,doraemon nobita hikari shinden japan 哆啦a梦光之神殿,7,0.9902315493922649
Doraemon 3 - Nobita no Machi SOS! (Japan),哆啦A梦3-野比太町大营救!,Doraemon 3 - Nobita no Machi SOS! (Japan) 哆啦A梦3-野比太町大营救!,doraemon nobita machi sos japan 哆啦a梦野比太町大营救,7,0.9902315493922649
Doubutsu Banchou (Japan) (Proto),,Doubutsu Banchou (Japan) (Proto) ,doubutsu banchou japan proto,7,0.9833140274968222
Doubutsu no Mori (Japan),动物之森,Doubutsu no Mori (Japan) 动物之森,doubutsu mori japan 动物之森,7,0.987450635085077
Dr. Mario 64 (USA),马里奥医生64,Dr. Mario 64 (USA) 马里奥医生64,dr mario usa 马里奥医生,5,0.9891666733445882
Dr. Mario 64 (USA) (LodgeNet),马里奥医生64,Dr. Mario 64 (USA) (LodgeNet) 马里奥医生64,dr mario usa lodgenet 马里奥医生,5,0.9819666537692281
Dragon King (World) (Pirate),,Dragon King (World) (Pirate) ,dragon king world pirate,4,0.9866716437150358
Dragon Sword 64 (Europe) (Proto),龙之剑64,Dragon Sword 64 (Europe) (Proto) 龙之剑64,dragon sword europe proto 龙之剑,1,0.9877860657253607
Dragon Sword 64 (USA) (Proto) (1999-08-25),龙之剑64,Dragon Sword 64 (USA) (Proto) (1999-08-25) 龙之剑64,dragon sword usa proto 龙之剑,5,0.9885395077801099
Dual Heroes (Europe),英雄战队,Dual Heroes (Europe) 英雄战队,dual heroes europe 英雄战队,1,0.9912112605277802
Dual Heroes (Japan),英雄战队,Dual Heroes (Japan) 英雄战队,dual heroes japan 英雄战队,7,0.9877466682533144
Dual Heroes (USA),英雄战队,Dual Heroes (USA) 英雄战队,dual heroes usa 英雄战队,5,0.994283379857867
"Duck Dodgers Starring Daffy Duck (USA) (En,Fr,Es)",道奇鸭火星历险记,"Duck Dodgers Starring Daffy Duck (USA) (En,Fr,Es) 道奇鸭火星历险记",duck dodgers starring daffy duck usa enfres 道奇鸭火星历险记,5,0.9922122035075034
"Duck Dodgers Starring Daffy Duck (USA) (En,Fr,Es) (Beta 2) (2000-03-07)",道奇鸭火星历险记,"Duck Dodgers Starring Daffy Duck (USA) (En,Fr,Es) (Beta 2) (2000-03-07) 道奇鸭火星历险记",duck dodgers starring daffy duck usa enfres beta 道奇鸭火星历险记,5,0.9891626079649412
"Duck Dodgers Starring Daffy Duck (USA) (En,Fr,Es) (Beta 1)",道奇鸭火星历险记,"Duck Dodgers Starring Daffy Duck (USA) (En,Fr,Es) (Beta 1) 道奇鸭火星历险记",duck dodgers starring daffy duck usa enfres beta 道奇鸭火星历险记,5,0.9891626079649412
Duke Nukem - Zero Hour (USA) (Beta),毁灭公爵-关键时刻,Duke Nukem - Zero Hour (USA) (Beta) 毁灭公爵-关键时刻,duke nukem zero hour usa beta 毁灭公爵关键时刻,5,0.9840905900225269
Duke Nukem - Zero Hour (Europe),毁灭公爵-关键时刻,Duke Nukem - Zero Hour (Europe) 毁灭公爵-关键时刻,duke nukem zero hour europe 毁灭公爵关键时刻,1,0.9929812945549573
Duke Nukem - Zero Hour (France),毁灭公爵-关键时刻,Duke Nukem - Zero Hour (France) 毁灭公爵-关键时刻,duke nukem zero hour france 毁灭公爵关键时刻,5,0.9988415405860724
Duke Nukem - Zero Hour (USA),毁灭公爵-关键时刻,Duke Nukem - Zero Hour (USA) 毁灭公爵-关键时刻,duke nukem zero hour usa 毁灭公爵关键时刻,5,0.9922535361996588
Duke Nukem 64 (Europe),毁灭公爵64,Duke Nukem 64 (Europe) 毁灭公爵64,duke nukem europe 毁灭公爵,1,0.9869992515701489
Duke Nukem 64 (France),毁灭公爵64,Duke Nukem 64 (France) 毁灭公爵64,duke nukem france 毁灭公爵,5,0.9996931555494949
Duke Nukem 64 (USA),毁灭公爵64,Duke Nukem 64 (USA) 毁灭公爵64,duke nukem usa 毁灭公爵,5,0.9916154170078594
Duke Nukem 64 (Europe) (Beta),毁灭公爵64,Duke Nukem 64 (Europe) (Beta) 毁灭公爵64,duke nukem europe beta 毁灭公爵,1,0.9822451431901901
"Earthworm Jim 3D (Europe) (En,Fr,De,Es,It)",蚯蚓吉姆3D,"Earthworm Jim 3D (Europe) (En,Fr,De,Es,It) 蚯蚓吉姆3D",earthworm jim europe enfrdeesit 蚯蚓吉姆d,4,0.9744919932205227
Earthworm Jim 3D (USA),蚯蚓吉姆3D,Earthworm Jim 3D (USA) 蚯蚓吉姆3D,earthworm jim usa 蚯蚓吉姆d,5,0.9959635121573878
ECW Hardcore Revolution (Europe),终极摔交锦标赛,ECW Hardcore Revolution (Europe) 终极摔交锦标赛,ecw hardcore revolution europe 终极摔交锦标赛,1,0.9943062874317333
ECW Hardcore Revolution (USA),终极摔交锦标赛,ECW Hardcore Revolution (USA) 终极摔交锦标赛,ecw hardcore revolution usa 终极摔交锦标赛,5,0.993158423338366
ECW Hardcore Revolution (Germany),终极摔交锦标赛,ECW Hardcore Revolution (Germany) 终极摔交锦标赛,ecw hardcore revolution germany 终极摔交锦标赛,5,0.9994095064724905
ECW Hardcore Revolution (USA) (Beta),终极摔交锦标赛,ECW Hardcore Revolution (USA) (Beta) 终极摔交锦标赛,ecw hardcore revolution usa beta 终极摔交锦标赛,5,0.9843604797926196
EEPROM & SRAM Erase Program (USA) (v1.2) (LodgeNet),,EEPROM & SRAM Erase Program (USA) (v1.2) (LodgeNet) ,eeprom sram erase program usa v lodgenet,5,0.9905630071411938
Eikou no Saint Andrews (Japan),荣光的圣安德鲁斯老球场,Eikou no Saint Andrews (Japan) 荣光的圣安德鲁斯老球场,eikou saint andrews japan 荣光的圣安德鲁斯老球场,7,0.9916338335822531
Eltale Monsters (Japan),圣魔世纪,Eltale Monsters (Japan) 圣魔世纪,eltale monsters japan 圣魔世纪,7,0.986780121826313
Excitebike 64 (USA) (LodgeNet),越野机车64,Excitebike 64 (USA) (LodgeNet) 越野机车64,excitebike usa lodgenet 越野机车,5,0.9819458089605008
Excitebike 64 (Europe),越野机车64,Excitebike 64 (Europe) 越野机车64,excitebike europe 越野机车,1,0.9883886532523906
Excitebike 64 (Japan),越野机车64,Excitebike 64 (Japan) 越野机车64,excitebike japan 越野机车,7,0.9831885410135348
Excitebike 64 (USA),越野机车64,Excitebike 64 (USA) 越野机车64,excitebike usa 越野机车,5,0.9901822325316165
Excitebike 64 (USA) (Demo) (Kiosk),越野机车64,Excitebike 64 (USA) (Demo) (Kiosk) 越野机车64,excitebike usa demo kiosk 越野机车,5,0.991983416655868
Excitebike 64 (USA) (Rev 1),越野机车64,Excitebike 64 (USA) (Rev 1) 越野机车64,excitebike usa rev 越野机车,9,0.9528407773321554
"Extreme-G (Europe) (En,Fr,De,Es,It)",极限摩托车-G,"Extreme-G (Europe) (En,Fr,De,Es,It) 极限摩托车-G",extremeg europe enfrdeesit 极限摩托车g,4,0.9630924246296804
Extreme-G (Japan),极限摩托车-G,Extreme-G (Japan) 极限摩托车-G,extremeg japan 极限摩托车g,7,0.9828157493828015
Extreme-G (USA),极限摩托车-G,Extreme-G (USA) 极限摩托车-G,extremeg usa 极限摩托车g,5,0.9930921830366375
"Extreme-G XG2 (Europe) (En,Fr,De,Es,It)",极限摩托车-G-XG2,"Extreme-G XG2 (Europe) (En,Fr,De,Es,It) 极限摩托车-G-XG2",extremeg xg europe enfrdeesit 极限摩托车gxg,4,0.9710824989971126
Extreme-G XG2 (Japan),极限摩托车-G-XG2,Extreme-G XG2 (Japan) 极限摩托车-G-XG2,extremeg xg japan 极限摩托车gxg,7,0.9869247415005256
Extreme-G XG2 (USA),极限摩托车-G-XG2,Extreme-G XG2 (USA) 极限摩托车-G-XG2,extremeg xg usa 极限摩托车gxg,5,0.9952021515189582
F-1 World Grand Prix (Europe),F1国际赛车大奖赛,F-1 World Grand Prix (Europe) F1国际赛车大奖赛,f world grand prix europe f国际赛车大奖赛,4,0.9299878848984804
F-1 World Grand Prix (France),F1国际赛车大奖赛,F-1 World Grand Prix (France) F1国际赛车大奖赛,f world grand prix france f国际赛车大奖赛,4,0.9400488951439779
F-1 World Grand Prix (Germany),F1国际赛车大奖赛,F-1 World Grand Prix (Germany) F1国际赛车大奖赛,f world grand prix germany f国际赛车大奖赛,4,0.9413831671949894
F-1 World Grand Prix (Japan),F1国际赛车大奖赛,F-1 World Grand Prix (Japan) F1国际赛车大奖赛,f world grand prix japan f国际赛车大奖赛,4,0.9386148086059342
F-1 World Grand Prix (USA),F1国际赛车大奖赛,F-1 World Grand Prix (USA) F1国际赛车大奖赛,f world grand prix usa f国际赛车大奖赛,4,0.9375047451113989
F-1 World Grand Prix (Europe) (Beta),F1国际赛车大奖赛,F-1 World Grand Prix (Europe) (Beta) F1国际赛车大奖赛,f world grand prix europe beta f国际赛车大奖赛,4,0.9339491180729375
"F-1 World Grand Prix II (Europe) (En,Fr,De,Es)",F1国际赛车大奖赛2,"F-1 World Grand Prix II (Europe) (En,Fr,De,Es) F1国际赛车大奖赛2",f world grand prix ii europe enfrdees f国际赛车大奖赛,4,0.9482885133402015
F-Zero X (Europe),零式赛车X,F-Zero X (Europe) 零式赛车X,fzero x europe 零式赛车x,1,0.988602304258224
F-Zero X (Japan),零式赛车X,F-Zero X (Japan) 零式赛车X,fzero x japan 零式赛车x,7,0.9834330799208684
F-Zero X (USA),零式赛车X,F-Zero X (USA) 零式赛车X,fzero x usa 零式赛车x,5,0.9915880573059386
F-Zero X (USA) (Beta) (The Legend of Zelda - Ocarina of Time leftover data),零式赛车X,F-Zero X (USA) (Beta) (The Legend of Zelda - Ocarina of Time leftover data) 零式赛车X,fzero x usa beta legend zelda ocarina time leftover data 零式赛车x,3,0.9093868825774365
